Sigla IES;Nome;Autores
UFSCAR;PROCESSO SUSTENTÁVEL DE OBTENÇÃO DE VANILINA A PARTIR DE FONTE DE BIOMASSA UTILIZANDO ELETRODOS BASEADOS EM LIGAS E FOSFETOS DE NÍQUEL;['LUCIA HELENA MASCARO SALES', 'MARCIO WEBER PAIXAO']
IFCE;VORRICHTUNG UND VERFAHREN ZUR ERKENNUNG UND ENTSCHÄRFUNG VON JAMMING-ATTACKEN IN MOBILEN ANWENDUNGEN;['JOAO PAULO CARVALHO LUSTOSA DA COSTA']
UFC;COMPOSIÇÃO DE NANOEMULSÃO DE ÓLEO ESSENCIAL DE CORIANDRUM SATIVUM E KEFIRANO COMO CONSERVANTE ALIMENTÍCIO;['LARISSA MORAIS RIBEIRO DA SILVA', 'GIZELE ALMADA CRUZ', 'NAGILA MARIA PONTES SILVA RICARDO', 'JULIANE DOERING GASPARIN CARVALHO']
UFC;NOVO SENSOR DE HIDROGÊNIO (H2) USANDO ANTENA DE  MICROFITA COM ELEMENTO SENSOR DE PRATA PARA  APLICAÇÃO EM SISTEMAS DE SEGURANÇA NO SETOR  INDUSTRIAL;['ANTONIO SERGIO BEZERRA SOMBRA', 'STEPHEN RATHINARAJ BENJAMIN', 'JOAO PAULO COSTA DO NASCIMENTO', 'FELIPE FELIX DO CARMO', 'ANTONIO JEFFERSON MANGUEIRA SALE', 'JUSCELINO CHAVES SALES']
UNICAMP;COMBINAÇÃO DE PEPTÍDEO DE VENENO DE ARANHA E QUIMIOTERÁPICOS, COMPOSIÇÃO COMPREENDENDO PEPTÍDEO DE VENENO DE ARANHA, USOS RELACIONADOS E KIT;['CATARINA RAPOSO DIAS CARNEIRO', 'INGRID MAYARA CAVALCANTE TREVISAN']
UNIT;PROCESSO OTIMIZADO PARA OBTENÇÃO DE EXTRATO DE HANCORNIA SPECIOSA VIA EXTRAÇÃO ACELERADA POR SOLVENTE;['THIAGO RODRIGUES BJERK', 'SERGIO PRADO LEITE', 'SONA ARUN JAIN', 'MICHEL RUBENS DOS REIS SOUZA']
UNIPAR;BARRA DE LIMPEZA ESFOLIANTE E HIDRATANTE CONTENDO  ÓLEO DE PACHIRA AQUATICA;['DANIELA DIB GONCALVES', 'ISABELLE LUIZ RAHAL', 'MARINA PEREIRA DA SILVA BOCCHIO BARBOSA', 'ANGELICA BARBOSA DIAS', 'EZILDA JACOMASSI', 'RANULFO PIAU JUNIOR', 'ZILDA CRISTIANI GAZIM']
UFRPE;PROCESSO DE BIOSSEPARAÇÃO INTEGRADA DE FICOCIANINA OBTIDA DE UM MICRORGANISMO FOTOSSINTETIZANTE EM COLUNA ÚNICA;['ANA LUCIA FIGUEIREDO PORTO', 'SILVANA DE FATIMA FERREIRA DA SILVA CAIRES', 'ROMERO MARCOS PEDROSA BRANDAO COSTA', 'RAQUEL PEDROSA BEZERRA', 'DANIELA DE ARAUJO VIANA MARQUES']
UFJF;FILMES POLIMÉRICOS À BASE DE QUITOSANA E ÓLEO-RESINA DE SALVIA ROSMARINUS SPENN: PROCESSO DE OBTENÇÃO, COMPOSIÇÕES E USOS;['ANA CAROLINA MORAIS APOLONIO', 'ANA BARBARA POLO', 'RODRIGO LUIZ FABRI', 'GUILHERME DINIZ TAVARES']
UFJF;BIOCURATIVOS ANTIFÚNGICOS À BASE DE QUITOSANA E EXTRATO DE MITRACARPUS FRIGIDUS PARA TRATAMENTO DE CANDIDÍASE VULVOVAGINAL E OROFARÍNGEA: PROCESSO DE OBTENÇÃO, COMPOSIÇÕES E USOS;['LUIZ FERNANDO CAPPA DE OLIVEIRA', 'THAIS C. M. NOGUEIRA', 'MARIANE ROCHA CORDEIRO COMITRE', 'NATASHA SILVA MAYRINK', 'GUSTAVO LUCAS DA SILVA LIMA', 'MARIANA HAUCK VIANNA', 'IRLEY OLIVIA MENDONCA DINIZ', 'THAYNA GOMES FERREIRA', 'LARA MELO CAMPOS', 'MATHEUS TORRES BRANCA', 'ANA BARBARA POLO', 'ARI SERGIO DE OLIVEIRA LEMOS', 'JULIA BERTOLINI FAJARDO', 'ELAINE SOARES COIMBRA', 'RODRIGO LUIZ FABRI', 'GUILHERME DINIZ TAVARES', 'ANGELO MARCIO LEITE DENADAI']
UPE;DIODO TÉRMICO BASEADO NO CONFINAMENTO DE CRISTAL LÍQUIDO NEMÁTICO EM GEOMETRIAS COM SIMETRIA AZIMUTAL.;['MARCONE ISIDORIO DE SENA JUNIOR', 'CAUE NOGUEIRA DA SILVA']
UPE;PLACA COLETORA SOLAR TERMICA BASEADA EM GUIAS DE ONDA, COM FORMATO U;['DIEGO JOSE RATIVA MILLAN']
UFVJM;MÉTODO PARA CARACTERIZAÇÃO ESPECTRAL DE SOLO DE HORIZONTE COM CARÁTER COESO SUBMETIDO A CICLOS DE UMEDECIMENTO E SECAGEM E EXTRAÇÃO DE AMORFOS;['RICARDO ESPINDOLA ROMERO', 'JAEDSON CLAUDIO ANUNCIATO MOTA', 'FABRICIO DA SILVA TERRA', 'RAUL SHISO TOMA']
UFMG;NANOBASTÕES DE OURO BIOFUNCIONALIZADOS, PROCESSO DE OBTENÇÃO E USO;['LUIZ ORLANDO LADEIRA', 'CAROLINE MAGALHAES JUNQUEIRA', 'KENNEDY BATISTA GONCALVES', 'BEATRIZ LOPES TECEDOR BASSI', 'ALINE DOS SANTOS VIEIRA', 'ANDRE RICARDO MASSENSINI', 'LIVIA SIMAN GOMES', 'ROSIMEIRE COURA BARCELOS', 'GISELE EVA BRUCH']
IME;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM FIBRA DE CIPÓ TIMBÓ-AÇU (HETEROPSIS JENMANII) MERCERIZADA COM HIDRÓXIDO DE SÓDIO;['SERGIO NEVES MONTEIRO', 'DOUGLAS SANTOS SILVA', 'ARTUR CAMPOSO PEREIRA']
IME;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM TECIDO DE TURURI (MANICARIA SACCIFERA) MERCERIZADO COM HIDRÓXIDO DE SÓDIO;['SERGIO NEVES MONTEIRO', 'DOUGLAS SANTOS SILVA', 'ARTUR CAMPOSO PEREIRA']
UFMA;BIOCÁPSULAS GELATINOSAS DE COMPLEXO CRISTALINO PARA USO FARMACÊUTICO;['ADENILSON OLIVEIRA DOS SANTOS', 'FRANCISCO NATHANAEL BATISTA DOMINGO', 'JAD LORENA FEITOSA SIMPLICIO', 'JOAO GOMES DE OLIVEIRA NETO', 'MARINALDO VILAR DE SOUZA JUNIOR', 'FRANCISCO FERREIRA DE SOUSA']
UFRPE;DERIVADOS DO (E)-NEROLIDOL A PARTIR DO ÓLEO ESSENCIAL DE MELALEUCA LEUCADENDRA COMO ALTERNATIVA A ACARICIDAS PARA O CONTROLE DO TETRANYCHUS URTICAE;['MARCILIO MARTINS DE MORAES', 'ALICE MARIANA SOUZA DE ALMEIDA', 'LUCAS VITOR BATISTA RODRIGUES', 'FRANCISCO CARLOS DE MEDEIROS FILHO', 'ANDRE AUGUSTO PIMENTEL LIESEN NASCIMENTO', 'RODOLFO RODRIGUES DA SILVA', 'CLAUDIO AUGUSTO GOMES DA CAMARA']
UNILAB;CONVERSOR ?CC-CC? COM ISOLAMENTO GALVÂNICO EM ALTA FREQUÊNCIA E ESFORÇOS DE TENSÃO REDUZIDOS NOS SEMICONDUTORES DO ESTÁGIO RETIFICADOR, MÉTODO DE CONVERSÃO DE ENERGIA PARA UM CONVERSOR ?CC-CC? E CARREGADOR PARA BATERIAS;['DEMERCIL DE SOUZA OLIVEIRA JUNIOR']
UEPA;REGISTRO 192: APLICATIVO PARA REGISTRO ELETRÔNICO DE  ATENDIMENTO PRÉ-HOSPITALAR;['PRISCILA XAVIER DE ARAUJO', 'JOAO VITOR DIAS PEREIRA', 'ANDERSON BENTES DE LIMA']
UEL;COMPOSIÇÃO CONTENDO 4-BROMO-N-(3-NITROFENIL) CARBAMATIOL BENZAMIDA (BNCB) E BENZNIDAZOL COM ATIVIDADE ANTIPROTOZOÁRIO;['ELIANDRO REIS TAVARES', 'MATEUS DE OLIVEIRA RODRIGUES VIANA', 'MARIANA LUIZA SILVA', 'DIEGO LUDUVÉRIO', 'LEONARDO BERTO PEREIRA', 'MARLI CARDOSO MARTINS PINGE', 'EDUARDO JOSE DE ALMEIDA ARAUJO', 'SUELI FUMIE YAMADA OGATTA', 'LUCY MEGUMI YAMAUCHI LIONI', 'PHILENO PINGE FILHO', 'APARECIDA DONIZETTE MALVEZI', 'MARCELLE DE LIMA FERREIRA BISPO', 'MARIA ISABEL LOVO MARTINS BUSCH PEREIRA', 'KARINA KELLER MARQUES DA COSTA FLAIBAN']
UNIT;PROCESSO PARA OBTENÇÃO DE DISPERSÕES SÓLIDAS UTILIZANDO ALGINATO DE SÓDIO COMO BIOPOLÍMERO;['SILMARA MARQUES ALLEGRETTI', 'CARINE SANTANA FERREIRA MARQUES', 'KAHYNNA CAVALCANTE LOUREIRO', 'MARCO VINICIUS CHAUD', 'VICTOR RUAN SILVA NASCIMENTO', 'LUIZ PEREIRA DA COSTA', 'PATRICIA SEVERINO']
UFAL;NANOCRISTAIS E NANOCOMPÓSITOS BIOCOMPATÍVEIS DE SIMONKOLLEITE E ÓXIDO DE ZINCO PUROS E DOPADOS CONJUGADOS COM PRODUTOS NATURAIS E SEU USO COMO AGENTES TERANÓSTICOS;['ANIELLE CHRISTINE ALMEIDA SILVA']
UFJF;MÉTODO DE DESCELULARIZAÇÃO DE CARTILAGEM HIALINA BOVINA BIOMATERIAL OBTIDO E USO;['JAIR ADRIANO KOPKE DE AGUIAR']
UEM;ADRONIZAÇÃO DE UM PROCESSO PARA OBTENÇÃO DO ÓLEO ESSENCIAL DE COPAÍBA E DESENVOLVIMENTO DE FORMULAÇÕES COM EFEITOS ANTI-INFLAMATÓRIOS PARA USOS ORAL E TÓPICO NO TRATAMENTO DA ARTRITE;['MARCOS LUCIANO BRUSCHI', 'ANY CAROLINA CHAGAS', 'ANA PAULA AMES SIBIN', 'JURANDIR FERNANDO COMAR']
UFT;CARVÃO ATIVADO DE RESÍDUOS DE COCOS NUCÍFERA LINN;['MARCELO MENDES PEDROZA']
UNESP-ARARAQUARA;PROCESSO DE OBTENÇÃO DE ACETATO DE ISOAMILA A PARTIR DE ÓLEO FÚSEL PROVENIENTE DA DESTILAÇÃO ALCÓOLICA DE USINAS SUCROALCOOLEIRAS E PRODUTO OBTIDO;['FERNANDO MASARIN', 'FLAVIO PEREIRA PICHELI', 'LEANDRO VITORINO TAVARES']
UFMG;PROTEÍNA QUIMÉRICA RECOMBINANTE, KIT E MÉTODO PARA DIAGNÓSTICO SOROLÓGICO DA LEISHMANIOSE VISCERAL E TEGUMENTAR, E USOS?.;['RICARDO ANDREZ MACHADO DE AVILA', 'SCARLETH SILVA COSTA', 'ANA MARIA RAVENA SEVERINO CARVALHO', 'MARIANA COSTA DUARTE', 'EDUARDO ANTONIO FERRAZ COELHO', 'BRUNO MENDES ROATT', 'DANIEL MENEZES SOUZA']
UFPE;MÉTODO DE OBTENÇÃO IN SITU PARA CATALISADOR HETEROGÊNEO À BASE DE PARTÍCULAS DE TITÂNIO SUPORTADAS EM HEMATITA PARA DEGRADAÇÃO DE CORANTES ORGÂNICOS;['BRAULIO SILVA BARROS', 'ELIBE SILVA SOUZA', 'JOANNA ELZBIETA KULESZA']
UFPA;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM FIBRA DE JARINA (PHYTELEPHAS MACROCARPA) FUNCIONALIZADA COM ÓXIDO DE GRAFENO;['SERGIO NEVES MONTEIRO', 'DOUGLAS SANTOS SILVA', 'ARTUR CAMPOSO PEREIRA']
UFPA;PROCESSO PARA OBTER ANTÍGENO TOTAL DE PLAQUETAS HUMANAS, POR MEIO DE LISE ULTRASSÔNICA, E USAR ESSE ANTÍGENO EM TÉCNICAS IMUNOLÓGICAS PARA DETECTAR ANTICORPOS ANTI-PLAQUETAS;['MARISTELA GOMES DA CUNHA']
UNICAMP;MÉTODO PARA DESENVOLVIMENTO DE UM COMPLEXO DE CO(II) COM UMA BASE DE SCHIFF DERIVADA DA AMANTADINA PARA O TRATAMENTO DO ZIKA VÍRUS;['ANA CAROLINA GOMES JARDIM', 'LETICIA CARRARO ZUCATO', 'DIEGO DE ALMEIDA PRADO ZANNIN', 'NATASHA MARQUES CASSANI', 'IGOR DE ANDRADE SANTOS', 'MARCELO AUGUSTO GARCIA JUNIOR', 'PEDRO PAULO CORBI', 'ROBINSON SABINO DA SILVA']
UECE;DESENVOLVIMENTO DE NOVOS DERIVADOS DE IBUPROFENO COMO AGENTES TERAPÊUTICOS PARA ANSIEDADE E CONVULSÃO;['HELCIO SILVA DOS SANTOS', 'JESSICA BEZERRA MACIEL', 'ANTONIO WLISSES DA SILVA', 'JANE EIRE SILVA ALENCAR DE MENEZES', 'FRANCISCO ROGENIO DA SILVA MENDES', 'MARCIA MACHADO MARINHO', 'EMMANUEL SILVA MARINHO']
UFMG;CONJUGADO POLIMÉRICO DE SULFATO DE CONDROITINA E ÁCIDO 5- AMINOSALICÍLICO, PROCESSO DE OBTENÇÃO E USO;['VALBERT NASCIMENTO CARDOSO', 'AINA LIZ ALVES CESAR', 'RACHEL OLIVEIRA CASTILHO', 'ANDRE AUGUSTO GOMES FARACO', 'SIMONE ODILIA ANTUNES FERNANDES']
UNEMAT-BARRA DO BUGRES;UNEMAT ALL FLOWERS;['LEONARDA GRILLO NEVES', 'LEIDIANE SANTANA DAS NEVES', 'ROZINEIDE PEREIRA ALVES DE FRANCA', 'CELICE ALEXANDRE SILVA', 'MARIA HELENA MENEZES CORDEIRO', 'WILLIAN KRAUSE']
UFPA;RESINA LÍQUIDA DE POLIESTIRENO EXPANDIDO RECICLADO - EPSR;['ROBERTO TETSUO FUJIYAMA']
FURG;UTILIZAÇÃO DE COMPOSTO SINTÉTICO DERIVADO DA CÂNFORA COMO ANTI-HELMÍNTICO;['DANIELA FERNANDES RAMOS SOARES', 'DEBORA CARVALHO RODRIGUES', 'CARLOS JAMES SCAINI', 'MARCUS VINICIUS NORA DE SOUZA', 'LUCIANA FARIAS DA COSTA DE AVILA']
UFBA;PROCESSO DE OBTENÇÃO DA CACHAÇA ARMAZENADA EM TONEL DE MADEIRA JAQUEIRA (ARTOCARPUS HETEROPHYLLUS) E TONEL EM INOX PARA ARMAZENAMENTO DA CACHAÇA;['MARIA EUGENIA DE OLIVEIRA MAMEDE', 'WILTON AMARAL DOS SANTOS', 'BENJAMIM DE ALMEIDA MENDES']
UFLA;ADOÇANTE DIETÉTICO LÍQUIDO EXTRAÍDO DO CAPIM DOCE (LIPPIA DULCIS);['JEFFERSON LUIZ GOMES CORREA', 'PAULA GIAROLLA SILVEIRA', 'CARLOS RAMON DE PAULA SILVA', 'IRINEU PETRI JUNIOR']
UFSM;COMPOSTO LÁCTEO EM PÓ COM ADIÇÃO DE SPIRULINA MICROENCAPSULADA E PROCESSO DE OBTENÇÃO DO REFERIDO COMPOSTO;['NEILA SILVIA PEREIRA DOS SANTOS RICHARDS', 'L. E. BENDER', 'TELMA ELITA BERTOLIN', 'CINTIA GUARIENTI']
UFSM;PROCESSO PARA CONCENTRAR FITONUTRIENTES A PARTIR DE DESTILADO DESODORIZADO DE ÓLEO VEGETAL;['CRISTIANO AUGUSTO BALLUS', 'DANIEL ASSUMPCAO BERTUOL']
UFABC;MÉTODO PARA RETARDAR O AMADURECIMENTO DE FRUTOS, PROCESSO PARA A PRODUÇÃO DE UMA COMPOSIÇÃO CONTENDO UM DOADOR DE ÓXIDO NÍTRICO (NO) E UMA NANOCÁPSULA POLIMÉRICA, E, COMPOSIÇÃO, PATENTE DE INVENÇÃO, BR 10 2024 008028 9;['NEIDIQUELE MARIA SILVEIRA', 'JOANA CLAUDIO PIERETTI', 'AMEDEA BAROZZI SEABRA']
USP-EEL;FUNCTIONALIZED CELLULOSE, METHOD OF ENZYMATIC FUNCTIONALIZATION OF CELLULOSE, PROCESS OF ENZYMATIC FUNCTIONALIZATION OF CELLULOSE USING AN ORGANIC ACID AND PROCESS FOR THE PRODUCTION OF A CELLULOSE WITH INCREASED HYDROPHOBICITY AND ARTICLE;['GERMANO ANDRADE SIQUEIRA', 'BRAZ DE SOUZA MAROTTI', 'VALDEIR ARANTES']
UFMG;PASTA DE ÓXIDO DE GRAFENO FUNCIONALIZADA COM POLIETILENOIMINA, PROCESSO E USO;['VINICIUS CALIMAN', 'LOPES, RAQUEL C.F.G.', 'LARYSSA EMANUELLE BOTELHO SENA', 'ANDRE SIQUEIRA MONTIJO', 'FELIPE DA SILVA MEDEIROS', 'CLAUDIA KARINA BARBOSA DE VASCONCELOS', 'MARCELO MACHADO VIANA', 'GLAURA GOULART SILVA']
UFRGS;"URS EXTREMA. 2024, BRASIL. NÚMERO DO REGISTRO: 57226, TÍTULO: ""URS EXTREMA""";['LUIZ CARLOS FEDERIZZI', 'MARCELO TEIXEIRA PACHECO']
UFRJ;PROCESSO DE SÍNTESE DE ARIL(1-ARIL-1H-1,2,3-TRIAZOL-4-IL)METANÓIS, COMPOSTOS DERIVADOS DE ARIL(1-ARIL-1H-1,2,3-TRIAZOL-4-IL METANONAS, E SEU USO NA FIBROSE;['MIQUEIAS LOPES PACHECO', 'SAMUEL BENTO RIBEIRO', 'MARCELO FOLHADELLA MARTINS FARIA AZEVEDO', 'DAVID CHAFI ZEITUNE', 'GUILHERME DA SILVA CALEFFI', 'RAFAEL CAVALCANTE DOS SANTOS', 'CAMILLA DJENNE BUARQUE MULLER', 'AMARO GOMES BARRETO JUNIOR']
UFMT;COMPOSIÇÃO COSMÉTICA CONTENDO EXTRATO DE GEOPRÓPOLIS;['SILVIA DE CARVALHO CAMPOS BOTELHO', 'CARMEN WOBETO']
UFPB-JOÃO PESSOA;CONTENTOR BIODEGRADÁVEL PRODUZIDO DE COMPOSTO RECICLADO A PARTIR DE PAPEL, CASCA DE BANANA, FIBRA DE COCO E ADESIVO DE FARINHA DE MANDIOCA;['JOELDA DANTAS', 'ISAAC ANDERSON ALVES DE MOURA', 'KELLY CRISTIANE GOMES DA SILVA']
UFPEL;MÉTODO DE DETECÇÃO MOLECULAR DE COLORAÇÃO DE PELAGEM EM EQUINOS UTILIZANDO OLIGONUCLEOTÍDEOS INICIADORES;['VINICIUS FARIAS CAMPOS', 'MARIANA CAVALCANTI NASCIMENTO', 'LUANA FERREIRA VIANA DOS REIS', 'LAIS DOS SANTOS GONCALVES', 'HADASSA GABRIELA ORTIZ', 'WILLIAM BORGES DOMINGUES']
IFCE;PRÉ-MISTURA DE FARINÁCEO A BASE DE FEIJÃO-DE-CORDA (VIGNA UNGUICULATA L. WALP) E FARINHA DE MANDIOCA (MANIHOT ESCULENTA CRANTZ) PARA PREPARO DO CAPITÃO DE FEIJÃO;['MARCUS VINICIUS FREIRE ANDRADE', 'PEDRO ABREU DA SILVA NETO', 'MARIA JUCIENE LIMA CHAVES', 'JOSELITO BRILHANTE SILVA', 'DANIELE MARIA ALVES TEIXEIRA SA', 'MARCIA MARIA LEAL DE MEDEIROS', 'GEORGIA MACIEL DIAS DE MORAES']
UFCG;PROCESSO DE OBTENÇÃO DO PRODUTO FARINÁCEO DA SEMENTE DA PINHA POR SECAGEM CONVECTIVA;['ANA REGINA NASCIMENTO CAMPOS', 'ANNA KATHARINA MEDEIROS DE BRITO', 'ANNA LAURA MENDONCA DA TRINDADE SILVA', 'ANA MARIA DE SOUZA ARAUJO', 'GRACIMARIO BEZERRA DA SILVA', 'JANINE PATRICIA MELO OLIVEIRA', 'EMANUELE CARDOSO DIAS', 'MEIRY GLAUCIA FREIRE RODRIGUES', 'RENATO ALEXANDRE COSTA DE SANTANA']
UFPEL;INIBIDOR DE CORROSÃO MISTO A APARTIR DE EXTRATO PIROLENHOSO PARA APLICAÇÕES EM MEIOS VARIADOS;['RAFAEL BELTRAME', 'ANDRE LUIZ MISSIO', 'DARCI ALBERTO GATTO']
UFVJM;HAMBÚRGUER VEGETAL A BASE DE CANJIQUINHA DE MILHO, ERVILHA, SOJA E MICROPARTÍCULAS DE VITAMINA B12 REVESTIDAS COM AMIDO DE AVEIA NATIVO E MALTODEXTRINA 10DE;['MONALISA PEREIRA DUTRA ANDRADE', 'NICOLE GUIMARAES LIMA', 'DILTON MARTINS PIMENTEL', 'NATHALIA DE ANDRADE NEVES', 'JOYCE MARIA GOMES DA COSTA', 'VIVIANE GOMES DA COSTA']
UFBA;PROCESSO DE CONSTRUÇÃO E PRODUÇÃO DE PROTEÍNA RECOMBINANTE DE HELMINTO PARA USO COMO BIOFÁRMACO OU ADJUVANTE NO TRATAMENTO DE DOENÇAS IMUNOMEDIADAS;['LUIS GUSTAVO CARVALHO PACHECO', 'NEUZA MARIA ALCANTARA NEVES']
FIOCRUZ-IRR, FIOCRUZ MG;USO DOS PADRÕES DE METILAÇÃO DE CPGS NO PROMOTOR DO GENE CCL11 COMO BIOMARCADOR PARA O DIAGNÓSTICO MOLECULAR DE DEFICIÊNCIA VISUOCONSTRUTIVA E MÉTODO DIAGNÓSTICO;['MARCO AURELIO ROMANO SILVA', 'LARISSA MARCELY GOMES CASSIANO', 'RONEY SANTOS COIMBRA', 'JONAS JARDIM DE PAULA', 'DEBORA MARQUES DE MIRANDA']
UNB;AGENTE EXPANSOR À BASE DE ÓXIDO DE CÁLCIO;['RODRIGO DE MELO LAMEIRAS', 'MIGUEL ÂNGELO DIAS AZENHA', 'MARA MONALIZA LINHARES PEREIRA', 'VALDIRENE MARIA SILVA CAPUZZO']
IFSP;LIGA DE BRONZE-ALUMÍNIO-NÍQUEL;['GIVANILDO ALVES DOS SANTOS', 'ROGERIO TERAM', 'VINICIUS TORRES DOS SANTOS', 'MARCIO RODRIGUES DA SILVA', 'ANTONIO AUGUSTO COUTO']
UFRJ;NANOCAPSULAS CONTENDO NAPHTOQUINONA, SEU PROCESSO DE OBTENÇÃO E USO DA MESMA;['VANIA MARGARET FLOSI PASCHOALIN', 'RAIANE VIEIRA CARDOSO', 'FERNANDA PETZOLD PAULI', 'CYNTIA DA SILVA DE FREITAS', 'PATRICIA RIBEIRO PEREIRA', 'FERNANDO DE CARVALHO DA SILVA', 'VITOR FRANCISCO FERREIRA']
UFRJ;PROCESSO DE OBTENÇÃO DE HIDROGÊNIO RENOVÁVEL COM REGENERAÇÃO;['MARCELO MACIEL PEREIRA', 'IGOR ALVES DA SILVA', 'THIAGO CRISPIM DA SILVA']
PUC-RIO;SIGILOSO (GÁS);['RAFAEL BARBOSA NASSER', 'SARAH BARRÓN TORRES', 'MOISES HENRIQUE PEREIRA', 'JOELSON VIALLE MATHIAS DA SILVA', 'ITALO OLIVEIRA MATIAS', 'GUSTAVO ROBICHEZ DE CARVALHO', 'FRANCISCO FABIO DE ARAUJO PONTE']
UFBA;BROA COM POTENCIAL FUNCIONAL ELABORADA COM FARINHA DE EIXO CENTRAL DE JACA VERDE (ARTOCARPUS HETEROPHYLLUS LAM.);['LUIS FERNANDES PEREIRA SANTOS', 'JUAN MESSIAS SOUZA SANTOS', 'LARISSA QUEIROZ DE MAGALHAES MARINHO', 'CAMILA DUARTE FERREIRA']
UFPR;PEPTÍDEO SINTÉTICO PARA DIAGNÓSTICO DE COVID-19 EM PLATAFORMA IMUNO-ELETROQUÍMICA E SEU USO;['VANETE THOMAZ SOCCOL', 'MANUEL HOSPINAL SANTIANI', 'MARCIO FERNANDO BERGAMINI', 'LUIZ HUMBERTO MARCOLINO JUNIOR', 'BRENO CASTELLO BRANCO BEIRAO', 'BEATRIZ ARNOLD BRAZ', 'CARLOS RICARDO SOCCOL']
UFV;REVESTIMENTOS ALIMENTÍCIOS CONTENDO HECTORITA SINTÉTICA E FUNGICIDAS PARA O CONTROLE DA PODRIDÃO BRANCA EM BULBILHOS DE ALHO, PROCESSOS E USO;['JAIRO TRONTO', 'FRANCISCO VILELA RESENDE', 'VALDIR LOURENCO JUNIOR', 'EVERALDO ANTONIO LOPES']
UDESC;PROCESSO DE OBTENÇÃO DE NANOFIOS DE ÓXIDO DE ZINCO BASEADO EM MÉTODO HIDROLÍTICO;['JEAN CARLOS HOEPFNER', 'RENATO CESAR TOBIAS PORTO', 'PATRICIA ZIGOSKI UCHOA', 'SERGIO HENRIQUE PEZZIN']
UNESP-BAURU;MÉTODOS DE ENCAPSULAMENTO DE ATIVOS, COMPOSIÇÃO DE ENCAPSULAMENTO E USO DE UM SURFACTANTE;['DANIEL JUNIOR DE ANDRADE', 'VITORIA APARECIDA PROCOPIO', 'FLÁVIA SALIM LOPES', 'ANA LUCIA PERRONE DE FREITAS PAN', 'HELOISA GONCALVES', 'LEONARDO FERNANDES FRACETO']
UFMG;COMPOSIÇÕES POLIMÉRICAS À BASE DE POLISSACARÍDEOS E ÓLEO VEGETAL, PROCESSOS PARA OBTENÇÃO E USO COMO FONTE DE GORDURA PARA PRODUTOS CÁRNEOS ARTIFICIAIS;['ERIKA CRISTINA JORGE', ' Isabella Paula de Araújo ', 'JULIANO DOUGLAS SILVA ALBERGARIA', 'LUCIANA DE OLIVEIRA ANDRADE', 'JOAO PAULO FERREIRA SANTOS', 'ALINE BRUNA DA SILVA']
UNIPAR;BIODIESEL À BASE DE ÓLEO DE PACHIRA AQUATICA;['DANIELA DIB GONCALVES', 'RICARDO FURTADO SILVA', 'MARIANE DE ALMEIDA MACHADO', 'GABRIEL AUGUSTO RODRIGUES BEIRAO', 'GABRIELA CATUZO CANONICO SILVA', 'JULIANA APARECIDA MENDONCA', 'ANGELICA BARBOSA DIAS', 'RANULFO PIAU JUNIOR', 'ZILDA CRISTIANI GAZIM', 'JULIANA SILVEIRA DO VALLE']
UFAPE;PLASMA RICO EM PLAQUETAS COMO SUPLEMENTO NO DILUENTE DE REFRIGERAÇÃO E CONGELAÇÃO DE SÊMEN EQUINO;['GUSTAVO FERRER CARNEIRO', 'GUSTAVO DE OLIVEIRA ALVES PINTO', 'LUCAS FACUNDO MOURA TOBAL', 'GILVANNYA GONCALVES DE SOBRAL', 'LUCIA CRISTINA PEREIRA ARRUDA']
UNIT;PROCESSO DE OBTENÇÃO DE NANOCELULOSE A PARTIR DE BAGAÇO DE MALTE;['RANYERE LUCENA DE SOUZA', 'JOAO PEDRO BEZERRA GONZAGA', 'GABRIELA PEREIRA BARROS', 'ADRIANA DE JESUS SANTOS', 'CLEIDE MARA FARIA SOARES', 'COCHIRAN PEREIRA DOS SANTOS']
UFRPE;CULTIVAR: BRS MIMI NOME COMUM: LENTILHA. NOME CIENTÍFICO: LENS CULINARIS MEDIK;['LEONARDO SILVA BOITEUX']
UFJF;PRODUTO COMPOSTO POR BIOMATERIAL PARA REPARO ÓSSEO;['LUIZ ORLANDO LADEIRA', 'REBECCA VASCONCELLOS BOTELHO DE MEDEIROS', 'MICHELE MUNK PEREIRA', 'ERIKA LORENA FONSECA COSTA DE ALVARENGA']
UFPEL;MÉTODO PARA GENOTIPAGEM DO POLIMORFISMO RS11872992 DO GENE MC4R;['CARLOS CASTILHO DE BARROS', 'ALICE KUNZGEN SCHEER', 'AMANDA BARBOSA ATRIB', 'CLEDIA SILVEIRA FLORES DA SILVA']
UFRRJ;SISTEMA DE SENSORIAMENTO REMOTO PARA MONITORAMENTO DA UMIDADE E TEMPERATURA DO SOLO;['MARCOS BACIS CEDDIA', 'LUIZ CARLOS GOMES SACRAMENTO JUNIOR.', 'GUILHERME DE ASSIS LICURCI', 'FABRÍCIO LOPES E SILVA', 'DIEGO N. BRANDÃO']
