Sigla IES;Nome;Autores
UNICAP;DESENVOLVIMENTO DE PROTÓTIPO DE INTERFACE PARA SISTEMA DE FLUXO COM SENSOR ELETROQUÍMICO BASEADO EM PASTA DE CARBONO MODIFICADA COM FTALOCIANINA DE COBALTO PARA DETECÇÃO DO PESTICIDA ENDRIN;['HILARIO JORGE BEZERRA DE LIMA FILHO', 'FATIMA DE CASSIA DE ATHAYDE BORILLE', 'SERGIO MENDONCA DE ALMEIDA', 'RAPHAEL FONSECA DO NASCIMENTO']
UNIT;BIONANOCOMPÓSITO PRODUZIDO À BASE DE NANOFIBRAS DE CELULOSE DO COCO VERDE (COCUS NUCIFERA L.) COM AÇÃO ANTIMICROBIANA;['MARIA LUCILA HERNANDEZ MACEDO', 'DANIELE RODRIGUES DO NASCIMENTO SANTOS', 'ISABELLA CICERA DIAS MIRANDA', 'JORGE ALBERTO LOPEZ RODRIGUEZ', 'MARIA DAS GRACAS FREIRE DE MEDEIROS', 'LUIZ FERNANDO ROMANHOLO FERREIRA']
UNIT;PROCESSO PARA OBTENÇÃO DE DISPERSÕES SÓLIDAS UTILIZANDO ALGINATO DE SÓDIO COMO BIOPOLÍMERO;['SILMARA MARQUES ALLEGRETTI', 'CARINE SANTANA FERREIRA MARQUES', 'TIAGO MANUEL FERNANDES MENDES', 'KAHYNNA CAVALCANTE LOUREIRO', 'MARCO VINICIUS CHAUD', 'VICTOR RUAN SILVA NASCIMENTO', 'PATRICIA SEVERINO']
UNIPAR;BIODIESEL À BASE DE ÓLEO DE PACHIRA AQUATICA;['DANIELA DIB GONCALVES', 'M.A.M. LISBOA', 'RICARDO FURTADO SILVA', 'GABRIEL AUGUSTO RODRIGUES BEIRAO', 'GABRIELA CATUZO CANONICO SILVA', 'JULIANA APARECIDA MENDONCA', 'ANGELICA BARBOSA DIAS', 'RANULFO PIAU JUNIOR', 'ZILDA CRISTIANI GAZIM', 'JULIANA SILVEIRA DO VALLE']
UCS;COMPLEXO TERNÁRIO, SEU PROCESSO DE PRODUÇÃO, SEUS USOS E FORMULAÇÃO;['SIDNEI MOURA E SILVA', 'CARLA PERON', 'PAULO ROBERTO DOS SANTOS']
UNICAMP;CASSETES DE EXPRESSÃO DE SEQUÊNCIAS DE XILOSE ISOMERASE E MICRORGANISMOS RECOMBINANTES PARA PRODUÇÃO DE ETANOL, BIOMASSA E CO2;['GONCALO AMARANTE GUIMARAES PEREIRA', 'ELISAMA CAMPELO SANTOS', 'JADE RIBEIRO DOS SANTOS', 'BEATRIZ DE OLIVEIRA VARGAS', 'FELLIPE DA SILVEIRA BEZERRA DE MELLO', 'ANTONIO PEDRO DE CASTELLO BRANCO DA ROCHA CAMARGO', 'THAIS OLIVEIRA SECCHES', 'MARCELO FALSARELLA CARAZZOLLE', 'JULIANA JOSE']
UFRPE;ÓLEOS VEGETAIS ENRIQUECIDOS COM OZÔNIO FRENTE A PATÓGENOS ASSOCIADOS A ÉGUAS SUSCEPTÍVEIS À ENDOMETRITE;['MARCELO MENDONCA', 'HAROLDO VARGAS LEAL JUNIOR', 'GILVANNYA GONCALVES DE SOBRAL', 'ANTONIO BRITO DA SILVA FILHO', 'ELIZABETE RODRIGUES DA SILVA', 'GUSTAVO FERRER CARNEIRO']
UCS;COMPÓSITO COMPREENDENDO GRAFENO E/OU SEUS DERIVADOS, PROCESSO DE OBTENÇÃO E USO DO MESMO;['DIEGO PIAZZA', 'MARCOS VINICIUS MAROCCO', 'GUSTAVO ONZI CABERLON', 'FRANCISCO LANFERDINI SERAFINI', 'DANIELE PERONDI']
UFRJ;CENTRAL DE REQUISITOS DE SUSTENTABILIDADE DE PROJETO;['CLAUDIA DO ROSARIO VAZ MORGADO']
UFPE;DERIVADO PIRIDIL-TIAZOLIDINONA JC-21A COM ATIVIDADE  FUNGICIDA FRENTE CANDIDA AURIS E TOXICIDADE DÉRMICA  EM RATOS;['REGINALDO GONCALVES DE LIMA NETO', 'ANDRE DE LIMA AIRES']
UNIFAL-MG;COMPOSIÇÕES À BASE DE BRASSINOSTERÓIDES, EXTRATO DE ALECRIM, VITAMINA B8 E VITAMINA E PARA O TRATAMENTO DE CALVÍCIE E USO;['REGGIANI VILELA GONCALVES', 'Debora Esposito', 'FILIPE SILVEIRA AZEVEDO', 'ALLAN RODRIGUES PIRES', 'ROMULO DIAS NOVAES']
UFC;COMPOSIÇÃO E USO DE MICROESFERA À BASE DE EXTRATO DE SPONDIAS PURPUREA E GALACTOMANANA DE CAESALPINIA FERREA COM ATIVIDADE ANTIFÚNGICA FRENTE A CEPAS DE CANDIDA SPP;['HELIO VITORIANO NOBRE JUNIOR', 'CECILIA BRILHANTE ARAGAO', 'DAVID ALVES DE ASSIS', 'FRANCISCO ALESSANDRO MARINHO RODRIGUES', 'DEYSE DE SOUSA MAIA', 'LOUHANA MOREIRA REBOUCAS', 'NAGILA MARIA PONTES SILVA RICARDO']
UCDB;AVALIAÇÃO DA ATIVIDADE IMUNOMODULATÓRIA, ANTIBACTERIANA E ANTITUMORAL DO PEPTÍDEO SINTÉTICO ANÁLOGO À CANDIDALISNA;['MARIA LIGIA RODRIGUES MACEDO', 'LINCOLN TAKASHI HOTA MUKOYAMA', 'PEDRO HENRIQUE DE OLIVEIRA CARDOSO', 'ALEXYA SANDIM GUINDO', 'PATRICIA SOUZA E SILVA', 'CRISTIANO MARCELO ESPINOLA CARVALHO', 'CAIO FERNANDO RAMALHO DE OLIVEIRA', 'LUDOVICO MIGLIOLO', 'ALINNE PEREIRA DE CASTRO']
IFCE;APARELHO DE BIOIMPEDÂNCIA PARA AMPUTADOS COM SENSORIAMENTO DE DADOS ANTROPOMÉTRICOS;['FRANCISCO FABIO CAVALCANTE BARROS', 'ANA PAULA FERREIRA LOPES']
UFBA;METODO PARA PRODUCAO DE CREME CONTENDO OLEO DE CAPROTOCHE BRASILIENSIS COM ATIVIDADE PIOLHICIDA;['NEILA DE PAULA PEREIRA']
IME;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM FIBRA DE CAPIM DOURADO (SYNGONANTHUS NITENS) MERCERIZADA COM HIDRÓXIDO DE SÓDIO;['SERGIO NEVES MONTEIRO', 'DOUGLAS SANTOS SILVA', 'ARTUR CAMPOSO PEREIRA']
UFMS;CONCENTRADO PROTEICO DE CAMPOMANESIA ADAMANTIUM, HIDROLISADO PROTEICO DE BAIXO PESO MOLECULAR DE CAMPOMANESIA ADAMANTIUM E USO DO CONCENTRADO PROTEICO DE CAMPOMANESIA ADAMANTIUM;['MARIA LIGIA RODRIGUES MACEDO', 'DANIELLE BOGO', 'VERONICA ASSALIN ZORGETTO PINHEIRO', 'RITA DE CASSIA AVELLANEDA GUIMARAES']
UESB;FIRMWARE PARA AUTOMAÇÃO E CONTROLE DE EQUIPAMENTO DE CORTE PARA MEL EM FAVO - REGISTRO;['ANDREA GOMES DA SILVA', 'ERINALDO DE SOUZA NERI', 'SERGIO DE SOUSA CASTRO']
UEFS;PROCESSO DE OBTENÇÃO DE UM NANOCOMPOSTO E SEU USO COMO CONSERVANTE, ANTIOXIDANTE E FOTOPROTETOR EM COSMÉTICOS E ALIMENTOS;['ERNANDO SILVA FERREIRA', 'TARIS MARIA MACEDO DE SANTANA', 'ANGELICA MARIA LUCCHESE']
UESPI;PROCESSO DE SÍNTESE E APLICAÇÃO DO COMPLEXO DIPIRIDÍNICO DE RUTÊNIO COM EPIISOPOLOTORINA CONTRA DOENÇAS NEGLIGENCIADAS;['JOSE ROBERTO DE SOUZA DE ALMEIDA LEITE', 'RICARDO MARTINS RAMOS', 'ANDERSON NOGUEIRA MENDES']
UFJF;MEU PRIMEIRO ALÔ - PLATAFORMA PARA RASTREAMENTO DO TESTE DA ORELHINHA EM SANTA CATARINA - PROGRAMA DE COMPUTADOR.;['GRAZIELA LIEBEL']
UFRN;FORMULAÇÃO ANTIOXIDANTE COM POTENCIAL IMUNOMODULADOR CONTENDO BIOATIVOS DE COPAIFERA RETICULATA DUCKE (ÓLEO RESINA DE COPAÍBA) E CROTON CAJUCARA BENTH (TRANS-DESIDROCROTONINA);['VALDIR FLORENCIO DA VEIGA JUNIOR', 'MARIA APARECIDA MEDEIROS MACIEL', 'JOSE HERIBERTO OLIVEIRA DO NASCIMENTO']
UEL;MÉTODO DE AVALIAÇÃO DA CAPACIDADE ANTIOXIDANTE TOTAL PLASMÁTICA DE AMOSTRAS DE CÂNCER DE MAMA PELA TÉCNICA DE QUIMIOLUMINESCÊNCIA DE ALTA SENSIBILIDADE - TRAP;['CAROLINA PANIS']
UFMG;DISPERSÃO FILMOGÊNICA, FILME BIODEGRADÁVEL, PROCESSOS DE OBTENÇÃO E USOS;['JANE SELIA DOS REIS COIMBRA', 'DANIELE CRISTINA MOREIRA', 'EDUARDO BASILIO DE OLIVEIRA']
UFPE;ANTI-CANCER ENGINEERED BIOACTIVE MOLECULE;['SERGIO CROVELLA', 'HAISSAM ABOU SALEH', 'AJAZ BAHT']
CEETEPS;DISPOSITIVO DE MOVIMENTAÇÃO PARA A PRODUÇÃO DE LÂMPADAS ESPECIAIS E QUALQUER OUTRO PROCESSO QUE NECESSITE DE TRANSPORTE DE CARGA;['HENRIQUE MARTINS GALVAO', 'FRANCISCO TADEU DEGASPERI']
UFRN;SIMULADOR PARA O TREINAMENTO DE ADMINISTRAÇÃO DE MEDICAMENTOS EM LACTENTES NAS VIAS SUBCUTÂNEA, INTRAMUSCULAR E ENDOVENOSA;['RAPHAEL RANIERE DE OLIVEIRA COSTA', 'MARILIA SOUTO DE ARAUJO']
UFPI;PROCESSO DE REVESTIMENTO DE NANOPARTÍCULAS DE ÓXIDO DE LANTÂNIO COM ALBUMINA SÉRICA BOVINA PARA APLICAÇÕES BIOMÉDICAS.;['FRANCISCO ERONI PAZ DOS SANTOS', 'JHAEMELY GABRIELLY VIEIRA DA SILVA', 'JEFFERSON TCHALLA ANDRADE DA SILVA', 'LIVIA ALVES FILGUEIRAS', 'ANDERSON NOGUEIRA MENDES']
UPE;EQUIPAMENTO AUTOMATIZADO PARA MEDIÇÃO DA FORÇA DE RETENÇÃO DE PRÓTESES DENTÁRIAS;['SANDRA LUCIA DANTAS DE MORAES', 'WISKLLEY GUIMARAES DA SILVA ARAO', 'RAYANNA THAYSE FLORENCIO COSTA', 'ROGERIO PONTES DE ARAUJO']
UFSC-BLUMENAU;SISTEMA ROBÓTICO COM MASSA MÓVEL E SUPORTE AUXILIAR PARA TRANSPOR OBSTÁCULOS AO LONGO DE CABOS;['LEONARDO MEJIA RINCON', 'LUAN MENEGHINI', 'VINICIUS NOAL ARTMANN', 'RODRIGO DE SOUZA VIEIRA', 'JOAO VITOR FERNANDES DE BRITO', 'JULIO CESAR FRANTZ', 'GUSTAVO QUEIROZ FERNANDES', 'DANIEL MARTINS', 'HENRIQUE SIMAS', 'ESTEVAN HIDEKI MURAI']
UNICAMP-LIMEIRA;2024 - COMPOSIÇÃO DE CURATIVO LÍQUIDO, CURATIVO LÍQUIDO, PROCESSO DE PRODUÇÃO DE CURATIVO LÍQUIDO E USO ASSOCIADO;['MARTA CRISTINA TEIXEIRA DUARTE', 'RODRIGO STEIN PIZANI', 'FELIPE SANCHEZ BRAGAGNOLO', 'THAIS CARVALHO BRITO OLIVEIRA', 'VITOR LACERDA SANCHES', 'TANIA FORSTER CARNEIRO', 'MAURICIO ARIEL ROSTAGNO']
URI;PROCESSO DE REVELAÇÃO DO SEXO DOS BEBES EM ATIVIDADES RECREATIVAS E TEMATICAS EMPREGANDO INDICADORES DE PH;['ROGERIO MARCOS DAL LAGO', 'DIANA EXENBERGER FINKLER', 'LUCIANA DORNELLES VENQUIARUTO', 'MARCELO LUIS MIGNONI']
UFPA;OTIMIZAÇÃO DE SISTEMA DE BLINDAGEM MULTICAMADAS DE COMPÓSITO DE MATRIZ EPÓXI COM FIBRA DE COTIA (DICORYNIA PARAENSIS) MERCERIZADA COM HIDRÓXIDO DE SÓDIO;['SERGIO NEVES MONTEIRO', 'DOUGLAS SANTOS SILVA', 'ARTUR CAMPOSO PEREIRA']
UFJF;FILME POLIMÉRICO BIOATIVO MULTIFUNCIONAL DE ÓLEO-RESINA DE COPAÍBA E QUITOSANA PARA LESÕES ULCERATIVAS ORAIS E SISTÊMICAS;['ANA CAROLINA MORAIS APOLONIO', 'TALEESSA VIEIRA GOMES', 'IASMINY SOARES DE OLIVEIRA', 'ANA BARBARA POLO', 'GUILHERME DINIZ TAVARES']
UNICAMP;MÉTODO PARA ANÁLISE, CONTROLE E QUANTIFICAÇÃO DINÂMICA, CONTÍNUA E EM TEMPO REAL DA DOR E DE OUTROS SINAIS E SINTOMAS DURANTE OS MOVIMENTOS DO CORPO;['HUEI DIANA LEE', 'WEBER SHOITY RESENDE TAKAKI', 'WU FENG CHUNG', 'CLAUDIO SADDY RODRIGUES COY', 'NEWTON SPOLAOR']
UFVJM;NANO-PARTICULADOS DE HIDROXIAPATITA A E B NUMA ÚNICA ROTA OBTIDOS DE RESÍDUO AGROINDUSTRIAL;['FERNANDA GUERRA LIMA MEDEIROS BORSAGLI', 'JHONATAN DO AMPARO MADUREIRA']
UNICAMP;CARTA PATENTE VÁCUO-COMPRESSOR DE PISTÃO ALTERNATIVO - DEPÓSITO EM 12/04/2017;['DANIEL ALBIERO', 'ROBERTO NUNES MAIA', 'HENRY DE HOLANDA CAMPOS', 'MARCELO QUEIROZ AMORIM', 'ELIVANIA MARIA SOUSA NASCIMENTO', 'CARLOS ALESSANDRO CHIODEROLI']
UNICAMP;IMPLEMENTO AGRÍCOLA PARA DISTRIBUIÇÃO DE UM COMPOSTO DE GRANULOMETRIA VARIÁVEL CONTROLADO POR INTELIGÊNCIA ARTIFICIAL;['DANIEL ALBIERO', 'TÁRCIO ANDRÉ DOS SANTOS BARROS', 'MARCELO VINÍCIUS DE PAULA', 'JORGE ROBERTO INNOCÊNCIO DA COSTA', 'GABRIEL DEL ALAMO CARDOSO DE MORAES', 'JENYFFER DA SILVA GOMES SANTOS', 'CEZARIO BENEDITO GALVAO', 'ANGEL PONTIN GARCIA']
UNEMAT-BARRA DO BUGRES;UNMTRC5;['LEONARDA GRILLO NEVES', 'Joamir Barbosa Filho', 'LIGORIO DE JESUS XIMENES', 'ANDRESSA ANTUNES TEIXEIRA', 'FAUSTO HISSASHI TAKIZAWA', 'SABRINA CASSARO', 'ANTONIO MARCOS CHIMELLO', 'MARIA DO SOCORRO BEZERRA DE ARAUJO', 'CELICE ALEXANDRE SILVA', 'WILLIAN KRAUSE']
UFMG;COMPOSIÇÃO IMUNOGÊNICA, VACINAS CONTRA INFECÇÃO POR STAPHYLOCOCCUS AUREUS E USO;['ANDREY PEREIRA LAGE', 'MONICA MARIA OLIVEIRA PINHO CERQUEIRA', 'MARCOS BRYAN HEINEMANN', 'FLAVIO GUIMARAES DA FONSECA', 'ELAINE MARIA SELES DORNELES', 'DALILA DE SOUZA SANTOS FERREIRA']
UFSC;COMPOSIÇÃO AUXILIAR PARA USO EM RETRATAMENTOS ENDODÔNTICOS A BASE DE XILOL, ENRIQUECIDA COM ETILCELULOSE E ÓLEO DE LARANJA/EUCALIPTOL;['LUCAS DA FONSECA ROBERTI GARCIA', 'JULIA MENEZES SAVARIS', 'CLEONICE DA SILVEIRA TEIXEIRA']
UFSJ;TINTAS CONDUTIVAS DE GRAFITE E PRATA APLICADAS EM SENSORES E (BIO)SENSORES ELETROQUÍMICOS;['LUCAS FRANCO FERREIRA', 'ARNALDO CESAR PEREIRA']
UFLA;BIOSSORVENTES À BASE DE MATERIAL LIGNOCELULÓSICO MODIFICADO COM POLÍMERO PARA REMOÇÃO DE CONTAMINANTES ANIÔNICOS EM MEIO AQUOSO;['GUILHERME MAX DIAS FERREIRA', 'MARIA ELISA AVILA FARIA', 'JOAO ANTONIO TAVARES BARBOZA']
UNIFEI;PROCESSO DE HIDRÓLISE DE ARMAZENADORES NO ESTADO SÓLIDO PARA EVOLUÇÃO DE HIDROGÊNIO UTILIZANDO NANOPARTÍCULAS METÁLICAS DEPOSITADOS EM NIOBATOS METÁLICOS;['GUILHERME OLIVEIRA SIQUEIRA', 'FABRICIO VIEIRA DE ANDRADE']
UFMG;KIT E MÉTODO PARA SORODIAGNÓSTICO DA ESQUISTOSSOMOSE MANSÔNICA, E USOS;['DEBORAH APARECIDA NEGRAO CORREA', 'JORDANIA COSTA PINTO', 'SAMUEL ALEXANDRE PIMENTA CARVALHO', 'STEFAN MICHAEL GEIGER', 'SILVIO SANTANA DOLABELLA', 'JOAO LUIS REIS CUNHA', 'LILIAN LACERDA BUENO', 'ANA LAURA GROSSI DE OLIVEIRA', 'DANIELLA CASTANHEIRA BARTHOLOMEU', 'RICARDO TOSHIO FUJIWARA']
UFSJ;PROTEÍNA RECOMBINANTE, MÉTODO E KIT PARA DIAGNÓSTICO DE HEPATITE DELTA (KNOW HOW - SEGREDO INDUSTRIAL);['RODOLFO CORDEIRO GIUNCHETTI', 'MICHELLI DOS SANTOS', 'JULIANA MARTINS MACHADO', 'MARIANA CAMPOS DA PAZ LOPES GALDINO', 'ALEXSANDRO SOBREIRA GALDINO']
UEL;CURATIVO BLOOD-AID PARA TIPAGEM SANGUÍNEA ABO E FATOR RH IN LOCO;['ELIANDRO REIS TAVARES', 'SUELI FUMIE YAMADA OGATTA', 'LUCY MEGUMI YAMAUCHI LIONI', 'PHILENO PINGE FILHO', 'RENATA KATSUKO TAKAYAMA KOBAYASHI', 'GERSON NAKAZATO']
UNICAMP;CASSETE DE EXPRESSÃO DE INULINASES E PROCESSO DE OBTENÇÃO DE ETANOL, CO2 E BIOMASSA;['GONCALO AMARANTE GUIMARAES PEREIRA', 'ELISAMA CAMPELO SANTOS', 'ANA CLARA PENTEADO DAVID', 'JADE RIBEIRO DOS SANTOS', 'MARINA PUPKE MARONE', 'FELLIPE DA SILVEIRA BEZERRA DE MELLO', 'FABIO TRIGO RAYA', 'MARCELO FALSARELLA CARAZZOLLE']
UFU;NANOPARTÍCULAS DE CANABIDIOL COM ATIVIDADE ANALGÉSICA;['CARLOS UEIRA VIEIRA', 'JOAO PEDRO TANNUS GOULART', 'SIMONE SOMMERFELD', 'TAMIRIS SABRINA RODRIGUES', 'LIGIA NUNES DE MORAIS RIBEIRO', 'LUCIANA MACHADO BASTOS', 'BELCHIOLINA BEATRIZ FONSECA']
UFU;FORMULAÇÕES PARA CONTROLE DE FITOBACTÉRIAS;['ANA MARIA BONETTI', 'RAFAELA CAVALCANTE CERQUEIRA', 'JOBERTH LEE CORREA', 'LUCAS MATOS MARTINS BERNARDES', 'TAMIRIS SABRINA RODRIGUES', 'ANA CAROLINA COSTA SANTOS', 'MURILLO NEIA THOMAZ DA SILVA', 'NILVANIRA DONIZETE TEBALDI', 'LUCIANA MACHADO BASTOS', 'ANDERSON RODRIGUES DOS SANTOS', 'CARLOS UEIRA VIEIRA']
UEL;LEVANA SULFATADA DE BACILLUS SUBTILIS NATTO COM CAPACIDADE ANTIVIRAL, ANTICOAGULANTE E ANTIOXIDANTE;['MARIA ANTONIA PEDRINE COLABONE CELLIGOI', 'TAINÃ DE OLIVEIRA FERREIRA', 'BEATRIZ TICIANI VIEIRA PEREIRA', 'ANDRE LUIZ DYNA', 'BRIANI GISELE BIGOTTO', 'GABRIELLE CRISTINA CALEGARI', 'MARIA EMILIA FAVERO', 'CRISTIANI BALDO DA ROCHA', 'ALEXANDRE ORSATO', 'LIGIA CARLA FACCIN GALHARDI']
UFABC;PROCESSO DE TRATAMENTO DE SEMENTES COM NANOPARTÍCULAS LIBERADORAS DE ÓXIDO NÍTRICO PARA A PROMOÇÃO DO CRESCIMENTO E DESENVOLVIMENTO VEGETAL E DA PROTEÇÃO CONTRA ESTRESSES.NÚMERO DO PROCESSO: BR 10 2024 001346 8;['AMEDEA BAROZZI SEABRA', 'JOANA CLAUDIO PIERETTI', 'DIEGO GENUARIO GOMES']
UEL;MÉTODO DE REVESTIMENTO INTERNO PARA CATETERES URINÁRIOS COM PROPRIEDADES ANTIMICROBIANAS COM NANOPARTÍCULAS DE PRATA;['ADMILTON GONCALVES DE OLIVEIRA JUNIOR', 'VICTOR HUGO MONTINI', 'BRUNO HENRIQUE DIAS DE OLIVA', 'ARTHUR BOSSI DO NASCIMENTO', 'LUANA CARVALHO SILVA', 'GUSTAVO HENRIQUE MIGLIORINI GUIDONE', 'LUANA KAROLYNE SALOMAO DE ALMEIDA', 'JENNIFER GERMINIANI CARDOZO', 'RENATA KATSUKO TAKAYAMA KOBAYASHI', 'GERSON NAKAZATO', 'SERGIO PAULO DEJATO DA ROCHA']
UFS;NUTRI CONSULTA MAX;['MARCIA FERREIRA CANDIDO DE SOUZA', 'IOLANDA JESSYKA MUNIZ PASSOS', 'DANILO FERREIRA NEVES']
IBC;POP-IT BRAILLE: UM MATERIAL DIDÁTICO LÚDICO PARA O ENSINO DE BRAILLE;['VAGNER SANTOS DA CRUZ', 'SHIRLEY COSTA PEREIRA']
UNIFENAS;?PROTEÍNAS RECOMBINANTES MULTIEPÍTOPO, SEQUÊNCIAS DE ÁCIDOS NUCLEICOS, VETOR DE EXPRESSÃO, CÉLULA DE EXPRESSÃO HETERÓLOGA, COMPOSIÇÕES FARMACÊUTICAS E USOS EM MEDICAMENTOS IMUNOTERÁPICOS PARA LEISHMANIOSE?.;['DENISE DA SILVEIRA LEMOS GIUNCHETTI']
FSLM;PROCESSO DE OBTENÇÃO DO COMPOSTO 4-[ (2',3',4'-O-TRIACETIL- A-L-RAMINOSILOXI)N-BENZI]] HIDRAZINACARBOTIOAMIDA (MC-H), COMPOSTO E USO ANALGÉSICO;['JULIANA TRINDADE CLEMENTE NAPIMOGA']
UFPA;MICROPARTÍCULAS CONTENDO ÁCIDO CAFEICO COMO AGENTE ANTI-INFLAMATÓRIO;['MARTA CHAGAS MONTEIRO', 'LISA MARIA MENDES DE ALMEIDA SOUZA', 'KELY CAMPOS NAVEGANTES LIMA', 'PAULO ROBSON MONTEIRO DE SOUSA', 'JERONIMO LAMEIRA SILVA']
UFFS;PROCESSO DE OBTENÇÃO DE FENOXAZINAS, A PARTIR DO FUNGO PYCNOPORUS SANGUINEUS, E USO DE FENOXAZINAS PARA CONTROLE DE NEMATOIDES;['GILMAR FRANZENER', 'JOSE RENATO STANGARLIN']
UNB;PROCESSO DE PRODUÇÃO LIVRE DE SOLVENTES DE PRÓTESE ARTICULAR COMPOSTA DE POLIETILENO DE ALTA MASSA MOLAR MODIFICADO COM ÓXIDO DE GRAFENO POR TERMOPRENSAGEM E USO;['MARCIO JOSE POCAS FONSECA', 'THYAGO JOSE ARRUDA PACHECO', 'ITALO AZEVEDO COSTA', 'LEONARDO GIORDANO PATERNO', 'MARCILIO SERGIO SOARES DA CUNHA FILHO', 'JOAO PAULO FIGUEIRO LONGO', 'RANDER PEREIRA AVELAR', 'RICARDO BENTES DE AZEVEDO', 'SONIA NAIR BAO']
UEL;PAINEL PARTICULADO ECO FRIENDLY À BASE DE SUBPRODUTO DA MANDIOCA (MANIHOT ESCULENTA CRANTZ) E RESINA POLIURETANA DE MAMONA: PROCESSO E PRODUTO;['ANA MARIA DENARDI PICCINI', 'JORGE DANIEL DE MELO MOURA']
FIOCRUZ-IGM, FIOCRUZ BA;PROCESSO PARA OBTENÇÃO EM UMA ÚNICA ETAPA DE NANOESFERAS POLIMÉRICAS NA SUA FORMA SECA, A NANOESFERA OBTIDA PELO PROCESSO, E USO DA MESMA;['BRUNA APARECIDA SOUZA MACHADO', 'ANA MARIA LENZ CARDOSO', 'HENRIQUE RODRIGUES MARCELINO']
UFU;CATALISADOR DE FERRO-MANGANÊS, PROCESSO DE PREPARAÇÃO DO CATALISADOR E USO DO CATALISADOR;['RICARDO REIS SOARES']
UEL;FORMULAÇÃO DE PÃO CONTENDO FIBRAS ALIMENTARES ORIUNDAS DA CASCA DE CAFÉ MODIFICADA;['NATALIA DE CAMARGO LIMA BELUCI', 'JESSIKA SOARES JACINTO', 'SUZANA MALI DE OLIVEIRA']
UFPEL;PROCESSO DE BENEFICIAMENTO DE LODO DE ESTAÇÃO DE TRATAMENTO DE ÁGUA PARA A CONFECÇÃO DE PRODUTOS CERÂMICOS E CIMENTÍCIOS;['MAURIZIO SILVEIRA QUADRO', 'LUIZA BEATRIZ GAMBOA ARAUJO MORSELLI', 'ROBSON ANDREAZZA']
UFPB-JOÃO PESSOA;BEBIDA FERMENTADA PROBIÓTICA DE ALBÚMEN SÓLIDO DE COCO VERDE (COCOS NUCÍFERA L.) E MANGA E PROCESSO DE OBTENÇÃO;['INGRID CONCEICAO DANTAS GONCALVES', 'TATIANA ZANELLA RODRIGUES', 'Estefânia Fernandes Garcia']
UFF;RADIANCE FIELDS E RENDERIZAÇÃO DE ALTO DESEMPENHO PARA METODOLOGIA DE CÁLCULO DO PERCENTUAL DE ÁREA CORROÍDA DE SUPERFÍCIES A PARTIR DO PROCESSAMENTO DE IMAGENS;['LEANDRO AUGUSTO FRATA FERNANDES', 'ROBINSON LUIZ SOUZA GARCIA', 'MAIKON BRESSANI', 'RAPHAEL DOS SANTOS EVANGELISTA', 'MARCOS SANGES DO AMARAL', 'ESTEBAN WALTER GONZALEZ CLUA']
UFS;BARRA DE CEREAL ENRIQUECIDA COM A FARINHA DO BAGAÇO DO MALTE DE CEVADA OBTIDO DE CERVEJARIAS;['MARIA TEREZINHA SANTOS LEITE NETA', 'MARIO JIRLANIO GUILHERME SANTOS', 'LUCIANA CRISTINA LINS DE AQUINO SANTANA']
UFMG;PROCESSO PARA OBTENÇÃO DE COMPÓSITO À BASE DE RESÍDUOS DE MADEIRA, NANOPLACAS DE GRAFENO E ACETATO DE POLIVINILA, PRODUTO E USO;['GLAUCINEI RODRIGUES CORREA', 'SIDNEY NICODEMOS DA SILVA', 'ROSEMARY DO BOM CONSELHO SALES', 'ADRIANA LUISA DUARTE']
UNEMAT-BARRA DO BUGRES;UNEMAT ALL FLOWERS;['LEONARDA GRILLO NEVES', 'LEIDIANE SANTANA DAS NEVES', 'ROZINEIDE PEREIRA ALVES DE FRANCA', 'CELICE ALEXANDRE SILVA', 'MARIA HELENA MENEZES CORDEIRO', 'WILLIAN KRAUSE']
UFPE;PROCESSO DE BIOSSEPARAÇÃO INTEGRADA DE FICOCIANINA OBTIDA DE UM MICRORGANISMO FOTOSSINTETIZANTE EM COLUNA ÚNICA;['ANA LUCIA FIGUEIREDO PORTO', 'MARIA EDUARDA MOURA MENDES', 'MARIA RAFAELE OLIVEIRA BEZERRA DA SILVA', 'SILVANA DE FATIMA FERREIRA DA SILVA CAIRES', 'ROMERO MARCOS PEDROSA BRANDAO COSTA', 'DANIELA DE ARAUJO VIANA MARQUES']
UFPEL;OLEOGÉIS COMO UMA ALTERNATIVA PARA SUBSTITUIR A GORDURA HIDROGENADA EM COOKIES;['CLAUDIO MARTIN PEREIRA DE PEREIRA', 'CAMILA DE OLIVEIRA PACHECO', 'ELDER PACHECO DA CRUZ', 'CRISTINA JANSEN', 'ALVARO RENATO GUERRA DIAS', 'ELESSANDRA DA ROSA ZAVAREZE']
UFPE;DISPOSIÇÃO CONSTRUTIVA DE VALVULA DE TUBO FLEXIVEL ACIONADA POR GARFO ROTATIVO;['MARCIO FERNANDO PAIXAO DE BRITO']
UFES;ABACAXI (ANANAS COMOSUS VAR. COMOSUS), BRS VITÓRIA;['JOSE AIRES VENTURA']
UEL;FORMULAÇÃO DE SPRAY ORAL MENTOLADO PARA ALÍVIO DA SEDE E BOCA SECA EM PACIENTES COM RESTRIÇÃO DE INGESTA HÍDRICA;['LIGIA FAHL FONSECA', 'ALINE KORKI ARRABAL GARCIA', 'MARILIA FERRARI CONCHON', 'LEONEL ALVES DO NASCIMENTO']
