Sigla;Nome;Tipo Produção;Autores
UFRGS;SÍNTESE DE NANOPARTÍCULAS MULTIFUNCIONAIS COM POTENCIAL APLICAÇÃO EM MATERIAIS CONDUTORES;DISSERTAÇÃO;['ANA PAULA SOARES ZANATTA']
UFJF;Decomposição espectral de H^s(R^n) aplicada à equação de Schrödinger fracionária assintoticamente linear;DISSERTAÇÃO;['CESAR AUGUSTO RUBIM']
USP;Aplicação de Decomposição Espectral e Transformada TT para a interpretação sísmica de elementos deposicionais em reservatporios turbidíticos: um exemplo no  Pós-Sal da Bacia de Santos.;DISSERTAÇÃO;['DIEGO POTOMATI VACCARO NASCIMENTO']
FURG;Recursos Didáticos Acessíveis com Foco na Deficiência Visual: uma abordagem baseada na Internet das Coisas;DISSERTAÇÃO;['DERLAIN MONTEIRO DE LEMOS']
USP;Challenges in the participatory development of indicators for sustainable beach tourism;DISSERTAÇÃO;['MONIQUE TORRES DE QUEIROZ']
UFPR;Automatic License Plate Recognition (ALPR): Toward Improving the State of the Art and Bridging the Gap Between Academia and Industry;TESE;['RAYSON BARTOSKI LAROCA DOS SANTOS']
USP;Avaliação de experiência do usuário em ambientes tridimensionais digitais por meio de reconhecimento facial de emoções;TESE;['ERICO DE SOUZA VERISCIMO']
USP;Estrutura e estabilidade magnética de óxidos de ferro naturais no estado de vórtice;TESE;['UALISSON DONARDELLI BELLON']
UFPE;Control and stabilization of KdV-KdV and KP type systems;TESE;['JUAN RICARDO MUNOZ GALEANO']
UFPI;Estudo da atividade catalítica de nanopartículas bimetálicas frente a reação de oxidação do glicerol.;TESE;['MILTON DE SOUSA FALCAO']
IMPA;O aluno do programa de mestrado do IMPA tem a opção de não defender dissertação. Em substituição à dissertação, o aluno pode cursar duas disciplinas de doutorado.;DISSERTAÇÃO;['MELVIN HENRY POVEDA QUIMIZ']
UFG;Estudos da síntese e crescimento de carbonatos de cálcio e  magnésio sintéticos;TESE;['HANNAH LARISSA SIQUEIRA MATOS PIMENTEL']
USP-SÃO CARLOS;Descoberta de novos inibidores para doenças infecciosas: estudos integrados de modelagem molecular e aprendizado de máquina para a malária e o COVID-19;TESE;['VICTOR HENRIQUE RABESQUINE NOGUEIRA']
UFRRJ;Estudos Petrológicos dos Corpos Subvulcânicos do  Complexo Alcalino de Passa Quatro na Região do Pico  dos Três Estados e Adjacências, nos Estados de MG,  RJ e SP;DISSERTAÇÃO;['GRACIANO CARLOS DE FREITAS']
UFMA; EQUILÍBRIOS E ESTABILIDADE LINEAR NO  PROBLEMA RESTRITO CIRCULAR DE TRÊS  CORPOS CARREGADOS;DISSERTAÇÃO;['CARLOS EDUARDO SOUSA SILVA']
IFSC;A poluição atmosférica em Santa Catarina: estudo de 2008 a 2022;DISSERTAÇÃO;['ANA PAULA MARCON']
UDESC;EFEITO DE MARÉ EM ESTRELAS DE NÊUTRONS;DISSERTAÇÃO;['JOAO VITOR ZASTROW']
UNIRIO;Evidências do Desenvolvimento das Habilidades do Pensamento Computacional em Alunos do Ensino Fundamental Por Meio de Histórias em Quadrinhos;DISSERTAÇÃO;['MARCIO CANEDO DE OLIVEIRA']
UFMG;Catálise por Heteropoliácidos na Valorização de Biorrenováveis: Acetilação de 1,4-cineol e 1,8-cineol (eucalyptol) em Solventes Sustentáveis;DISSERTAÇÃO;['NUBIA LUIZA LATALIZA CARVALHO']
UFAM;Desenvolvimento de bioprodutos a partir de fibras de frutos de Euterpe precatória, Paullinia cupana, Astrocaryum aculeatum e polipropileno;TESE;['DORIAN LESCA DE OLIVEIRA']
UNB;Dynamics of Thermoelastic Bresse Systems: Fourier Law, Observability and Delays;TESE;['IRVING JOSEPH RAMIREZ BARRETO']
UFPR;"""Relativistic Quantum Resources: Analysis of Entanglement and Quantum Steering""";DISSERTAÇÃO;['JOAO PEDRO LASS KAMINSKI']
UFPA;O CAMP NAS BACIAS DOS SOLIMÕES, AMAZONAS, PARNAÍBA E PARECIS, NORTE DO BRASIL: IMPLICAÇÕES GEOTECTÔNICAS E DEPOSICIONAIS PARA O JURÁSSICO DO GONDWANA OCIDENTAL;TESE;['GABRIEL LEAL REZENDE']
UFPE;Uma análise comparativa de modelos para a predição de fluxos  pendulares para planejamento urbano;DISSERTAÇÃO;['ANA ALICE PEREGRINO PINTO']
USP;Poluentes orgânicos persistentes (POPs) em espécies do gênero Calonectris sp. (Procellariiformes) no litoral Sul e Sudeste do Brasil;DISSERTAÇÃO;['RENATA DOS SANTOS PINTO']
UNB;Multiobjective Bayesian Optimization To Enhance Computational Efficiency In Neural Network models;DISSERTAÇÃO;['JOAO GABRIEL RODRIGUES REIS']
UFSCAR;ISOLAMENTO E IDENTIFICAÇÃO DE COMPOSTOS ATIVOS DE VISMIA GUIANENSIS COM POTENCIAL INSETICIDA CONTRA FORMIGAS CORTADEIRAS;DISSERTAÇÃO;['YARA POLIANNA FONSECA PIO']
UNICAMP;HISTOTAFONOMIA DE OSSOS DE NOTOSSÚQUIO (CROCODYLIFORMES, MESOEUCROCODYLIA) DA FORMAÇÃO ADAMANTINA, GRUPO BAURU, NEOCRETÁCEO;DISSERTAÇÃO;['VINICIUS JOSE MAROSTICA PAIO']
CBPF;Quantum Ergodicity in the Many-Body localization problem;TESE;['FELIPE MONTEIRO DE AMORIM']
UEFS;Evasão nos Cursos de Graduação em Computação no Brasil;DISSERTAÇÃO;['ICARO VASCONCELOS ALVIM']
UFS;Existência e análise de Blow-up de métricas conformes com curvaturas escalar e média prescritas;DISSERTAÇÃO;['DALTON DA SILVA GOMES']
UPE;Teaching Proxemic Behavior to Cognitive Agents with Reinforcement Learning;TESE;['CRISTIAN CAMILO MILLAN ARIAS']
USP;Estudo da província pegmatítica de Alto-Ligonha em Nacala Velha, Nordeste de Moçambique: uso de dados de sensoriamento remoto e geofísicos;DISSERTAÇÃO;['FRANCISCO RAIMUNDO']
UFBA;Análise de Classificação Multirrótulo em Desfechos da Doença Falciforme;TESE;['TIAGO FERNANDES MACHADO']
UFSCAR;POTENCIAL DOS COMPOSTOS ORGÂNICOS VOLÁTEIS COMO ESTIMULANTES VEGETAIS: UMA INVESTIGAÇÃO EM DIFERENTES CULTIVARES DE TOMATE;TESE;['MARIA CLARA SANTANA AGUIAR']
UNESP-IFT;Massive vertex operators in string theory;DISSERTAÇÃO;['BRUNO RODRIGUES SOARES']
UFPE;MONITORAMENTO DE CONTAMINANTES INORGÂNICOS EM PESCADOS DE RIOS DO ESTADO DE PERNAMBUCO AFETADOS PELO DERRAME DE ÓLEO;DISSERTAÇÃO;['JESSICA BRUNA DE LIMA']
UFABC;Estudo da propagação de vórtices ópticos em meios com turbulência via técnica holográfica: geração e caracterização experimental;TESE;['GEORGE BRIAN DOS REIS']
UFPEL;Metaciência da Computação: Um Estudo Sobre Taxonomia de Pesquisa;TESE;['ALESSANDER OSORIO']
UFJF;Avaliação da estrutura e adsorção de espécies sulfuradas no sistema CuCl2@UiO-66(Zr);DISSERTAÇÃO;['AMANDA COTA MARQUES']
UFOB;Produção e caracterização de cerveja artesanal utilizando mel de cacau do cerrado baiano como adjunto;DISSERTAÇÃO;['ELAYNY HELLEN SOUZA SOARES']
UFF;“Quantum Spacetimes and Physics Beyond the Standard Model”;TESE;['ARTHUR FERREIRA VIEIRA']
USP;Facial expression synthesis in videos based on generative adversarial networks and inter-frame coherence;TESE;['RAFAEL LUIZ TESTA']
UFBA;Filtragem do ground-roll utilizando análise espectral singular e frequência instantânea - Aplicação em dados sísmicos 3D.;TESE;['MISAEL POSSIDONIO DE SOUZA']
UFOB;EMPREGO DO ELETRODO DE CARBONO VÍTREO  MODIFICADO COM NANOPARTÍCULAS DE ÓXIDO DE CÉRIO IV  NA DETERMINAÇÃO VOLTAMÉTRICA DE VITAMINA D3;DISSERTAÇÃO;['FRANKLIN WILLIAN MENESES DAS CHAGAS']
UNESP-PRESIDENTE PRUDENTE;Análise de estabilidade de escoamento em tubo do fluido Oldroyd-B;DISSERTAÇÃO;['RENAN MANUEL PIGHINI DA SILVA']
UFAM;Estudo de eletrólito polimérico de base natural para aplicação em células solares do tipo CSSC e QDSSC;TESE;['FAGNALDO BRAGA PONTES']
UNICAMP;Complexidade de Conexões Deslizantes de Shilnikov em Sistemas de Filippov & Hiperbolicidade para Equações de Diferenças com Atraso Infinito;TESE;['MATHEUS GONCALVES CASSIANO DA CUNHA']
UNICAMP;Métodos Topológicos no Estudo de Soluções Periódicas de Equações Diferenciais Não-Suaves;TESE;['FRANCISCO BRUNO GOMES DA SILVA']
FGV-RJ;HUMAN-AIDED DISCOVERY OF ANCESTRAL GRAPHS;DISSERTAÇÃO;['TIAGO DA SILVA HENRIQUE']
UFAM;DETECÇÃO E CLASSIFICAÇÃO DO DESVIO DE CONCEITO;DISSERTAÇÃO;['RAMON FAVA SOUZA']
UFMG;Inhomogeneous Processes with Random One-dimensional Reinforcements;TESE;['ALAN BRUNO DO NASCIMENTO']
UFPR;"""Modelo epidemiológico baseado em redes com acoplamento não-local""";DISSERTAÇÃO;['VITOR HUGO ALEXANDRINO FAVARO']
UFAM;" ""PROPOSTA DE UM DASHBOARD PARA ANÁLISE E VISUALIZAÇÃO DE  DADOS EDUCACIONAIS DE SISTEMAS TUTORES INTELIGENTES""";DISSERTAÇÃO;['MATHEUS FREITAS DE MENEZES']
USP;Aplicações de uma nova identidade com covariogramas do tipo Bombieri-Siegel em Geometria dos Números;TESE;['MICHEL FALEIROS MARTINS']
UPE;Desenvolvimento de uma Interface para Visualização de Perfis de Engajamento Criados a partir de Agrupamento de Dados;DISSERTAÇÃO;['PAMELLA LETICIA SILVA DE OLIVEIRA']
UFAL;DESIGN THINKING NO DESENVOLVIMENTO DE SOFTWARE: INDÍCIOS E EVIDÊNCIAS NA INDÚSTRIA E NA LITERATURA;DISSERTAÇÃO;['FELIPE MOURA DE JESUS']
UFSCAR;Singular perturbation of a saddle-node boundary equilibrium;TESE;['JACKSON LUIZ ORIONE RAFAEL CUNHA']
UFF;SÍNTESE DE DERIVADOS PIRIMIDÍNICOS COMO CANDIDATOS A AGENTES ANTIVIRAIS;DISSERTAÇÃO;['PATRICK ANTUNES DO NASCIMENTO']
UFBA;Efeito de funcionalizações nas propriedades eletrônicas de pontos quânticos de grafeno visando aplicação em sensores químicos: contribuições teóricas e experimentais;DISSERTAÇÃO;['BRUNO SANTANA SAMPAIO']
UFPE;On the generalized fractional Sobolev spaces and applications;TESE;['LAZARO RANGEL SILVA DE ASSIS']
UFPR;DESENVOLVIMENTO DE UM NANOMATERIAL HÍBRIDO RESPONSIVO À TEMPERATURA PARA A MODULAÇÃO DA ATIVIDADE DA LIPASE DE CANDIDA ANTARCTICA FRAÇÃO B (CALB);TESE;['MAIRA THEISEN']
UFGD;Campomanesia adamantium (Cambess.) O.Berg: Variabilidade química e  potenciais biológicos;DISSERTAÇÃO;['JULIANA KETLIN MORO DA SILVA']
USP;Análise dos processos oscilatórios da produção de energia renovável no Brasil;TESE;['THAIS FUJITA']
UFPB-JOÃO PESSOA;Estudo do comportamento térmico, propriedade antibacteriana e adsorventes do óxido de nióbio e filossilicatos modificados com moléculas orgânicas contendo grupos nitrogenados;TESE;['MARCELLA JORDANNA SILVA MONTORIL ARAUJO']
UFCG;EVOLUÇÃO INCREMENTAL DE ESQUEMAS DE BANCO DE DADOS ORIENTADO A DOCUMENTOS;DISSERTAÇÃO;['ELEONILIA MONTEIRO RODRIGUES']
PUC-RIO;Development of optimized analytical methods for chemical profile assessment of Cannabis herbal extracts;DISSERTAÇÃO;['JOAO VICTOR MEIRELLES LEITE']
USP-SÃO CARLOS;Infinitely ludic categories;TESE;['MATHEUS DUZI FERREIRA COSTA']
UFC;EVIDÊNCIAS QUÍMICAS DE COMPOSTOS PETROGÊNICOS NO TRATO GASTROINTESTINAL DE TARTARUGAS MARINHAS APÓS O DERRAMAMENTO DE ÓLEO DE 2019 NO BRASIL;DISSERTAÇÃO;['ANA CAROLINA SANTOS LUZ']
UNIFAL-MG;Produzindo o Plasma de Quarks e Glúons  em Colisões de O-O;DISSERTAÇÃO;['FERNANDO SOUZA PINTO']
UFRPE;INTERAÇÃO DE DEFEITOS TOPOLÓGICOS LINEARES COM MATÉRIA ESCURA;DISSERTAÇÃO;['MARIA FRANCIELY FREITAS DOS SANTOS']
UFSM; Síntese de 3 e 4-(organosselenil)-quinolinas via reação de  ciclização intramolecular;TESE;['GUILHERME LUTZ DA SILVA']
USP;Teoria de Morse em grupóides de Lie;TESE;['FABRICIO VALENCIA QUINTERO']
USP;Uma investigação sobre Aprendizado Ativo Profundo;DISSERTAÇÃO;['RENAN CESAR JACOMASSI']
UFC;Optimus: Mecanismo de otimização de sequência de casos de testes em sistemas autoadaptativos;DISSERTAÇÃO;['ISABELY DO NASCIMENTO COSTA']
UFAM;PROPRIEDADES ELETRÔNICAS E ESPECTROSCÓPICAS DE COMPOSTOS  BIOATIVOS AMAZONENSES EM MEIO ATMOSFÉRICO;TESE;['THAINNAR SALES DE OLIVEIRA']
UFPB-JOÃO PESSOA;Sobre as diferenças nas propriedades fotoluminescentes dos complexos mononucleares e binucleares Eu/Tb-2- hidroxibenzoato com 1,10-fenantrolina: um estudo teórico- experimental.;TESE;['ELAINE DA SILVA VASCONCELOS']
UFRJ;Study of local charge asymmetries in the phase space of the decay Ds+ → π−π+π+ at the LHCb experiment;DISSERTAÇÃO;['BEATRIZ MORAES VIVACQUA']
UFRGS;SÍNTESE REGIOSSELETIVA DE CALCOGENOFURANOS POLISSUBSTITUÍDOS MEDIADA POR LUZ VISÍVEL;TESE;['BIANCA THAIS DALBERTO']
UFF;A Tableaux Method For Memory Propositional Dynamic Logic With Iteration;DISSERTAÇÃO;['MATHEUS GUIMARAES ROBAINA']
UFRGS;A evolução da mineração de processos no Brasil: Uma revisão sistemática da literatura;DISSERTAÇÃO;['TASSIANE GIACOMELLI DINKOWSKI']
UNICAMP;Obtenção das Propriedades Ópticas e Dinâmicas do Tecido Biológico com Técnicas de Espectroscopia Óptica de Difusão;TESE;['GIOVANI GRISOTTI MARTINS']
UFRGS; Anapproach based on language models and  natural language definitions for relationship  classification;DISSERTAÇÃO;['MARINA MARTINS AMORIM']
UFG;OTIMIZAÇÃO DA EXTRAÇÃO E ANÁLISE CROMATOGRÁFICA DE VOLÁTEIS EM CERÚMEN VIA HS/GC-MS VISANDO APLICAÇÃO EM  ESTUDOS METABOLÔMICOS;DISSERTAÇÃO;['ANA LUIZA REIS RODRIGUES DA CUNHA']
UFSCAR;Understanding Depression Symptoms in Social Media Posts: a Fine-grained Approach under Limited Data Constraints;DISSERTAÇÃO;['AUGUSTO ROZENDO MENDES']
UFPB-JOÃO PESSOA;Identificação in silico de alvos biológicos para espiro-oxindóis derivados de isatina com atividade antituberculose;DISSERTAÇÃO;['FERNANDA RODRIGUES DE LIMA']
UERN;Busca e caracterização de candidatos a terceiros corpos ao redor de binárias de curto período usando dados dos satélites Kepler e TESS;TESE;['JEFFERSON RODRIGO PEREIRA INACIO']
USP-SÃO CARLOS;On the nature of the black hole information problem;DISSERTAÇÃO;['THIAGO TORRES BERGAMASCHI']
UPE;Predição de Sepse em Pacientes de UTI Utilizando Ensemble Stacking de Modelos de  Machine Learning;DISSERTAÇÃO;['AILSON GOMES DE OLIVEIRA']
USP;Estudo do carbono inorgânico e orgânico na água, com ênfase na alcalinidade total, em dois estuários brasileiros (MA e SP) sob diferentes regimes de maré;DISSERTAÇÃO;['ANTONIO JEFERSON MUNIZ ALMEIDA']
UFPE;PADRÃO DE DISTRIBUIÇÃO DO ÓLEO VIA MODELAGEM NUMÉRICA NOS ECOSSISTEMAS PRAIA-ESTUÁRIO-RECIFE: LITORAL SUL DE PERNAMBUCO/PE;DISSERTAÇÃO;['SANTIAGO GONZALEZ BRAVO']
UEL;Planejamento e triagem virtual de inibidores da enzima arginase de leishmania amazonensis;DISSERTAÇÃO;['MARIANA LUIZA SILVA']
UFMS;Classificação da Disponibilidade de Vagas de Estacionamento Usando Aprendizagem Profunda;DISSERTAÇÃO;['CALEBE PEREIRA LEMOS']
UFMG;Desenvolvimento de Carbonos Porosos Sustentáveis à partir de Biomassas: Aplicações em Adsorção de Contaminantes Emergentes e Baterias de Lítio-enxofre;TESE;['RUBENS LUCAS DE FREITAS FILHO']
UFC;Uso de modelos de linguagem para a avaliação de similaridade espacial entre trajetórias;DISSERTAÇÃO;['WILKEN CHARLES DANTAS DE MELO']
ON;EXPLORANDO VARIÁVEIS CATACLÍSMICAS COM SIMILARIDADES OBSERVACIONAIS DE ANÃS BRANCAS ACRETANTES MAGNÉTICAS E NÃO-MAGNÉTICAS;DISSERTAÇÃO;['AMANDA SILVA DE ARAUJO']
FURG;"""Ecologia trófica de Gymnoscopelus bolini e Lepidophanes guentheri (Myctophidae: Myctophiformes) no Atlântico Sudoeste Subtropical”.";DISSERTAÇÃO;['LAURA ALMA SAMPAIO MORAES DA COSTA']
UFRPE;NEURAL NETWORKS WITH ADAPTIVE AND TRAINABLE ACTIVATION FUNCTIONS: A PERFORMANCE ANALYSIS;DISSERTAÇÃO;['JOAO HENRIQUE DE MEDEIROS DELGADO']
UFC;G4DPA: Uma arquitetura para compartilhamento auditável de arquivos contendo dados pessoais;DISSERTAÇÃO;['MARCOS MACIEL DE CASTRO']
PUCRS;LODUS-HEALTH: UMA FERRAMENTA PARA SIMULAÇÃO DO FLUXO DE PACIENTES NOS LEITOS DOS HOSPITAIS DE PORTO ALEGRE.;DISSERTAÇÃO;['GABRIEL VAZ DE SOUZA']
UFPR;DESENVOLVIMENTO DE DASHBOARD GEOESPACIAL PARA VISUALIZAÇÃO DAS DESIGUALDADES NO ESTADO DO PARANÁ;DISSERTAÇÃO;['JULIANA HELENI DE OLIVEIRA']
UFF;SÍNTESE, CARACTERIZAÇÃO E APLICAÇÃO DE NANOPARTÍCULAS MAGNÉTICAS NA RECUPERAÇÃO DE INSCRIÇÕES ADULTERADAS EM ARMAS DE FOGO;TESE;['DANIEL BUSQUET DE SOUZA']
UFRJ;Rigorous computer assisted estimates of Lyapunov exponents for a family of unimodal maps with gaussian noise;TESE;['CHARLES EDGAR LOPEZ VEREAU']
UFAL;APRENDIZAGEM DE MÁQUINA PARA CORREÇÃO DO ESPECTRO DE EMISSÃO DE NANOPARTÍCULAS USADAS PARA NANOTERMOMETRIA EM APLICAÇÕES BIOLÓGICAS;DISSERTAÇÃO;['EDVONALDO HORACIO DOS SANTOS']
USP-SÃO CARLOS;Diagnóstico precoce de ataque de pragas em plantas usando imagens de fluorescência;DISSERTAÇÃO;['LUIZ GONZAGA DA SILVA JUNIOR']
UEM;Estudo do Modelo do Jogo de Bens Públicos em um Sistema Sem Rede;DISSERTAÇÃO;['MATHEUS HENRIQUE DOS SANTOS']
UFPR;SÍNTESE, CARACTERIZAÇÃO DE POLIOXOVANADATOS E SUAS PROPRIEDADES ANTITUMORAIS EM CÂNCER DE MAMA IN VITRO;DISSERTAÇÃO;['BIANCA RIGONATTO BRITO']
UFSCAR;PRODUCTIVE CROP FIELD DETECTION;DISSERTAÇÃO;['EDUARDO GARCIA DO NASCIMENTO']
UFOP;Inferência Gramatical: Aplicações em Composição Algorítmica para Modelagem de Sequência de Acordes;TESE;['HENRIQUE BARROS LOPES']
UNICAMP;Planejamento e Programação da Produção de uma Indústria de Móveis: Uma Abordagem por Programação Linear Inteira;DISSERTAÇÃO;['MARCELO LEITE ALVES WANDERLEY']
UFMG;Síntese e Avaliação da Atividade Biológica Síntese e Avaliação da Atividade Biológica Ditiocarbamato;DISSERTAÇÃO;['THAIZ CRISTINA SOARES DOS SANTOS']
UNICAMP;Perturbação Aleatória da Dinâmica: Sombreamento e propriedades estatísticas;TESE;['HECTOR SUNI PUMA']
USP-SÃO CARLOS;Explorando Formas de Calibração e Redução do Viés de Popularidade em Sistemas de Recomendação;DISSERTAÇÃO;['RODRIGO FERRARI DE SOUZA']
USP-SÃO CARLOS;Exploration of non-coding RNA in complex microbial communities with machine learning;TESE;['ANDERSON PAULO AVILA SANTOS']
UFRGS;Grafos com poucos autovalores distintos;TESE;['NELCY ESPERANZA AREVALO BAQUERO']
UFF;Studies on the mitigation of aberration and turbulence effects in transverse structures and  quantum correlations of light;TESE;['PEDRO HENRIQUE GROSMAN ALVES']
UEL;Adsorção de alfa-ala e beta-ala em diferentes minerais: estudo de Química Prebiótica;DISSERTAÇÃO;['ANDREWS ALVES DANIEL']
USP-SÃO CARLOS;Caraterização estrutural da enzima RmlA de Streptococcus pneumoniae;DISSERTAÇÃO;['LOUIS FELLIPE MORENO OLIVEIRA']
USP-SÃO CARLOS;Seleção de Dados de Teste com Base na Aplicação de Testes de Mutação a Modelos de Árvore de Decisão;DISSERTAÇÃO;['BEATRIZ NOGUEIRA CARVALHO DA SILVEIRA']
UFPR;Higher Auslander-Reiten sequences;DISSERTAÇÃO;['LUANA DEMARCHI GRASSI']
UFF;Análise da Evasão Escolar no Instituto Federal de Rondônia Aplicando Técnicas de Aprendizado de Máquina;DISSERTAÇÃO;['CARLOS EDUARDO SANTANA AZEVEDO']
UFMG; SIGNA: uma biblioteca open-source para manipulação de assinaturas estruturais de biomoléculas baseadas em grafos;DISSERTAÇÃO;['DIEGO CESAR BATISTA MARIANO']
UFC;Generalização do controle de movimento em tempo real com drl usando recompensas condicionais e restrições de simetria;DISSERTAÇÃO;['LUIS ILDERLANDIO DA SILVA OLIVEIRA']
CBPF;Estudo de crescimento de perturbações da matéria utilizando o HI-CLASS;DISSERTAÇÃO;['CRISTIANE FONTANA']
UNB;Forecasting Inflation in Brazil with Machine Learning Methods: Integrating Shrinkage Method for Variable Selection with Shapley Value Interpretation;DISSERTAÇÃO;['FELIPE GONCALVES PEREIRA']
UEL;Produção de esferas de celulose e alginato com adição de nanopartículas de magnetita para sorção de íons cádmio e níquel;DISSERTAÇÃO;['VINICIUS AUGUSTO DE MELO GOMES']
UFAL;PREVENÇÃO DE ACIDENTES EM ZONAS RURAIS UTILIZANDO REDES 5G E COMPUTAÇÃO DE BORDA;DISSERTAÇÃO;['FELIPE TIAGO LIMA DE OLIVEIRA']
UFAL;EVALUATING THE IMPACT OF EDFA RESPONSE MODELING IN THE OPTICAL NETWORK QOT ESTIMATION;DISSERTAÇÃO;['ALLAN AMARO BEZERRA DA SILVA']
USP;Aplicações de óleos essenciais em bioeconomia;DISSERTAÇÃO;['JULIA NAELLY MACHADO SILVA']
IFSC;ENGAJAMENTO DOS ALUNOS DO SISTEMA EDUCACIONAL MUNICIPAL DE ITAPEMA/SC, FRENTE A CARTA DA TERRA, A AGENDA 2030 E AS MUDANCAS CLIMATICAS;DISSERTAÇÃO;['ALESANDRA BEZ BIROLO']
PUC MINAS;EXPLORANDO MICROEXPRESSÕES FACIAIS EM VÍDEO-ENTREVISTAS PARA RECONHECIMENTO E ANÁLISE DE PERFIL COMPORTAMENTAL USANDO ABORDAGENS DE APRENDIZADO DE MÁQUINA;DISSERTAÇÃO;['ANA CAROLINA CONCEICAO DE JESUS']
UFPA;Transporte em Matéria Ativa: Difusão e Retificação em Ambientes Ordenados e Desordenados;DISSERTAÇÃO;['LUIZ FELIPE GARCA RODRIGUES']
UFES;Dinâmica quântica relativística de partículas escalares em espaços-tempo curvos e soluções de BIack-Bounce em teorias de k-essência;TESE;['CARLOS FELIPE DOS SANTOS PEREIRA']
USP;Modelagem hidrológica de inundação utilizando previsões de precipitação por conjuntos e pós-processadas;TESE;['CALUAN RODRIGUES CAPOZZOLI']
UNIRIO;A Method for Supporting Requirements Change Management in Software Ecosystems based on Open Innovation;TESE;['PAULO ROBSON CAMPELO MALCHER']
UFRJ;Design of Evolutionary Optimization and Reinforcement Learning Techniques for Smart Grid Systems Control;TESE;['GABRIEL MATOS CARDOSO LEITE']
FURB;LIPOPROTEÍNA DE BAIXA DENSIDADE PEQUENA E DENSA – sdLDL: UM EXCELENTE MARCADOR CARDIOVASCULAR, PORÉM UM DESAFIO PARA A DOSAGEM LABORATORIAL;DISSERTAÇÃO;['JANAYNE WORM BARBOSA']
UFPEL;Dedicated Hardware Architectures for the Affine Motion Estimation of Versatile Video Coding Video Standard for Real-Time UHD Videos;DISSERTAÇÃO;['MARCELLO MORALES MUNOZ']
UFPA;APLICAÇÃO DO MÉTODO DE GALERKIN AO ESTUDO DE PROBLEMAS ELÍPTICOS;DISSERTAÇÃO;['BRENDO DA COSTA SILVA']
UFJ;ESTUDO DA ATIVIDADE ANTIOXIDANTE E FOTOPROTETORA DAS ESPÉCIES: Pterodon pubescens E Miconia albicans;DISSERTAÇÃO;['JULIANA MORAIS DOS REIS']
UFABC;RAPID MICROWAVE SYNTHESIS OF TUNGSTEN-DOPED BISMUTH VANADATE/ TUNGSTEN OXIDE HETEROJUNCTIONS;TESE;['BARBARA SCOLA RODRIGUES UMEHARA']
UFPE;Um Novo Método para Reconhecimento de Padrões Locais por Meio de  Ensembles Aplicado a Séries Temporais de Velocidade do Vento;TESE;['DIOGO MEDEIROS DE ALMEIDA']
UFPA;PROPRIEDADES FÍSICAS DO ÁCIDO CAPRILICO: UM ESTUDO COMPUTACIONAL E EXPERIMENTAL ;DISSERTAÇÃO;['ELAINE CRISTINA GAMA PALHETA']
UFRN;DENSIDADE DE POTÊNCIA EÓLICA A PARTIR DE ENSEMBLES DE MODELOS  CLIMÁTICOS REGIONAIS NO NORDESTE DO BRASIL PARA O PASSADO  RECENTE E FUTURO;TESE;['AUGUSTO DE RUBIM COSTA GURGEL']
UPE;Um Catálogo de Melhores Práticas para o Suporte Organizacional Percebido para o Turnover em Desenvolvimento Distribuído de Software;DISSERTAÇÃO;['KARLA THAIS CHAVES DA SILVA']
